acquisition_orientation	autocorrelation_model	b0_unwarping_software	coordinate_space	echo_time	field_of_view	field_strength	flip_angle	full_dataset_url	functional_coregistered_to_structural	functional_coregistration_method	group_comparison	group_description	group_estimation_type	group_inference_type	group_model_multilevel	group_model_type	group_modeling_software	group_repeated_measures	group_repeated_measures_method	handedness	hemodynamic_response_function	high_pass_filter_method	inclusion_exclusion_criteria	interpolation_method	intersubject_registration_software	intersubject_transformation_type	intrasubject_estimation_type	intrasubject_model_type	intrasubject_modeling_software	length_of_blocks	length_of_runs	length_of_trials	matrix_size	motion_correction_interpolation	motion_correction_metric	motion_correction_reference	motion_correction_software	nonlinear_transform_type	number_of_experimental_units	number_of_images	number_of_imaging_runs	number_of_rejected_subjects	object_image_type	optimization	optimization_method	order_of_acquisition	order_of_preprocessing_operations	orthogonalization_description	parallel_imaging	proportion_male_subjects	pulse_sequence	quality_control	repetition_time	resampled_voxel_size	scanner_make	scanner_model	skip_distance	slice_thickness	slice_timing_correction_software	smoothing_fwhm	smoothing_type	software_package	software_version	subject_age_max	subject_age_mean	subject_age_min	target_resolution	target_template_image	transform_similarity_metric	type_of_design	used_b0_unwarping	used_dispersion_derivatives	used_high_pass_filter	used_intersubject_registration	used_motion_correction	used_motion_regressors	used_motion_susceptibiity_correction	used_orthogonalization	used_reaction_time_regressor	used_slice_timing_correction	used_smoothing	used_temporal_derivatives	doi	pmid	year	title	source_title
Parallel to AP-PC			mni	30.0		3.0	90.0		False		False			randommixedeffects				True		right			right-handed, normal or corrected-to-normal vision, previously experienced deja vu in a naturalistic setting								404.0	8							8.0	8.0	4.0	1.0		False		descending	emporal resampling, motion correction, spatially normalisation, resampling, smoothing			0.19	EPI		2000.0	3.0	Siemens	Prisma Fit	0.5	3.5		6.0	Gaussian kernel	SPM	8	24.0		17.0				eventrelated		False			True	False			False	True	True	False	10.1080/09658211.2018.1524496		2018	fMRI Evidence Supporting The Role Of Memory Conflict In The DĂŠjĂ  Vu Experience	Memory
																																								22.0																																											10.1038/tp.2017.72	28418398.0	2017	Intranasal Oxytocin Enhances Intrinsic Corticostriatal Functional Connectivity In Women	Translational Psychiatry
								http://anima.modelgui.org/studies/Mueller_CognitiveFlexibility_2014																																2.0																																											10.1007/s00429-014-0797-6	24878823.0	2014	Interindividual Differences In Cognitive Flexibility: Influence Of Gray Matter Volume, Functional Connectivity And Trait Impulsivity	Brain Structure And Function
											False									right																				18.0		0.0								0.36														27.0	20.29	18.0																	10.1093/scan/nsx041	28402561.0	2017	The Role Of The Default Mode Network In Component Processes Underlying The Wandering Mind	Social Cognitive And Affective Neuroscience
																																								22.0																																											10.1002/hbm.23870	29105239.0	2017	Different Shades Of Default Mode Disturbance In Schizophrenia: Subnodal Covariance Estimation In Structure And Function	Human Brain Mapping
																																								22.0																																											10.1016/j.jad.2018.11.008	30423467.0	2019	Altered Amygdala Circuits Underlying Valence Processing Among Manic And Depressed Phases In Bipolar Adults	Journal Of Affective Disorders
to head			mni		220.0	3.0	90.0		True		False	adults and adolescents collection: for analysis 37 parent-child  dyads were selected.								both			mean FD > .5 mm		Flirt	linear				360.0	10.0	variable	92.0						1.0	13.0	1.0	0.0		False		interleaved				0.6451	T2*		2.0	2.0	Siemens 	Trio	0.3	3.0		6.0				57.0	29.16	13.0	2.0			other				True							True		10.1016/j.neuroimage.2017.02.078	28254510.0	2017	Families That Fire Together Smile Together: Resting State Connectome Similarity And Daily Emotional Synchrony In Parent-Child Dyads	NeuroImage
																																								8.0																																											10.1002/hbm.23761	28833940.0	2017	Taking Tests In The Magnet: Brain Mapping Standardized Tests	Human Brain Mapping
																																								16.0																																											10.1038/s41467-018-08121-w	30655534.0	2019	Prefrontal Mechanisms Combining Rewards And Beliefs In Human Decision-Making	Nature Communications
								http://anima.fz-juelich.de/studies/NicklJockschat_AutismFace_2012																																1.0																																											10.1007/s00429-014-0791-z	24869925.0	2014	Neural Networks Related To Dysfunctional Face Processing In Autism Spectrum Disorder	Brain Structure And Function
																																								3.0																																											10.1002/aur.1941	29517857.0	2018	Neural Mechanisms Of Behavioral Change In Young Adults With High-Functioning Autism Receiving Virtual Reality Social Cognition Training: A Pilot Study	Autism Research
																																								15.0																																											10.1162/jocn_a_01330		2019	Imagining Sounds And Images: Decoding The Contribution Of Unimodal And Transmodal Brain Regions To Semantic Retrieval In The Absence Of Meaningful Input	Journal Of Cognitive Neuroscience
			mni						True		False	No group comparison was performed. All 'subjects' were activation maps derived from Neurovault and HCP.				Meta-Analysis									FSL	linear														10.0			T1											3.0						6.0	Gaussian						3.0	MNI_3mm_brain						True							True		10.1523/JNEUROSCI.0323-17.2017	28634305.0	2017	Data-Driven Extraction Of A Nested Model Of Human Brain Function	The Journal Of Neuroscience
ascending	autoregressive (AR(1)) modeling		mni	0.0	50176.0	3.0	80.0		True	affine spatial transformation	True	Detoxified alcohol dependent patients (AD), pathological gamblers (PG), healthy controls (HC)	classical (REML) / robust regressions ussing Tukey's bi-weight function	randommixedeffects	2 levels only; unequal variances assumed	ANOVA / robust Biological Parametric Mapping ANCOVA	SPM12 / BPMe (https://www.nitrc.org/projects/rbpm/)	False		both	Canonical HRF	1/128 Hz cutoff	Any known history of a neurological disorder or a current psychological disorder (except alcohol abuse for the AD group and tobacco dependence for all three groups) lead to exclusion.	SPM12 default			REML	multiple regression / multiple regression based on generalized psycho-physiological interaction	SPM12 / SPM8 with PPPI toolbox (https://www.nitrc.org/projects/gppi)		900.0	variable		SPM12 default	SPM12 default	mean EPI		SPM12 default	144.0	20.0	1.0	6.0	T1	False		interleaved	slice timing, register all EPIs to mean EPI, 			1.0	T2*-sensitive Gradient-Echo Echo-Planar	all subjects' data was checked for good coregistration and normalization by eye	2.5	3.5	Siemens	MR Magnetom Tim Trio	0.5	3.0		8.0	isotropic Gaussian	Statistical Parametric Mapping	12	66.0	38.5	19.0	1.0	MPRAGE	SPM12 default	eventrelated	True	False	True	True	True	True	True	False	False	True	True	False	10.1038/s41598-017-16433-y	29176580.0	2017	Reduced Loss Aversion In Pathological Gambling And Alcohol Dependence Is Associated With Differential Alterations In Amygdala And Prefrontal Functioning	Scientific Reports
																				right																				1.0																																											10.1073/pnas.1803916115	30012623.0	2018	Pupil Mimicry Promotes Trust Through The Theory-Of-Mind Network	Proceedings Of The National Academy Of Sciences
																																								165.0																																											10.1038/s41467-020-19688-8	33230131.0	2020	Common And Distinct Neural Representations Of Aversive Somatic And Visceral Stimulation In Healthy Individuals	Nature Communications
																																								2.0																																											10.1093/cercor/bhy011	29415156.0	2018	Frontoparietal Activity Interacts With Task-Evoked Changes In Functional Connectivity	Cerebral Cortex
						3.0														both																				2.0									none		echo-planar imaging		2.0		Siemens	Verio	-2.0	4.0						80.0		60.0																	10.1002/hbm.23605	28397392.0	2017	Higher Body Mass Index Is Associated With Reduced Posterior Default Mode Connectivity In Older Adults	Human Brain Mapping
																																								12.0																																											10.1016/j.neuroimage.2018.01.017	29339310.0	2018	Distant From Input: Evidence Of Regions Within The Default Mode Network Supporting Perceptually-Decoupled And Conceptually-Guided Cognition	NeuroImage
																																								2.0																																											10.7554/eLife.29718	29083301.0	2017	Neural Computations Underlying Inverse Reinforcement Learning In The Human Brain	eLife
								http://www.bipolardatabase.org			True	Bipolar Disorder compared to healthy controls																												6.0																						SDM																					10.1016/j.neubiorev.2017.11.005	29162519.0	2018	Meta-analysis Of Regional White Matter Volume In Bipolar Disorder With Replication In An Independent Sample Using Coordinates, T-maps, And Individual MRI Data	Neuroscience & Biobehavioral Reviews
																																								2.0																																											10.1016/j.nicl.2018.05.009	30013923.0	2018	Neural Responses To Emotional Involuntary Memories In Posttraumatic Stress Disorder: Differences In Timing And Activity	NeuroImage: Clinical
axial				6.9	22.0	1.5	90.0				True	Controls, Reading Disability, Reading Disability/ADHD, ADHD				One-way ANCOVA	SPM8			both											480.0		256.0						1.0	4.0	1.0						manually reoriented, segmentation (New Segment), realignment and normalization to MNI space (DARTEL create Templates and DARTEL Normalize to MNI Space), smoothed with 8mm Gaussian Kernel			0.93	3-D fast spin gradient reversal 		30.0		Philips 	Intera 		1.6				SPM	8	12.0	9.49	8.0				other													10.1016/j.bandl.2018.08.004	30189332.0	2018	Global Gray Matter Morphometry Differences Between Children With Reading Disability, ADHD, And Comorbid Reading disability/ADHD	Brain And Language
																																								7.0																																											10.3389/fneur.2019.00655	31275236.0	2019	Quantifying The Confidence In fMRI-Based Language Lateralisation Through Laterality Index Deconstruction	Frontiers In Neurology
								https://neurovault.org/collections/RPYGDFEY/																																13.0																																											10.1093/scan/nsaa050	32301993.0	2020	Affective Brain Patterns As Multivariate Neural Correlates Of Cardiovascular Disease Risk	Social Cognitive And Affective Neuroscience
axial		SPM12		4.16	256.0	3.0	12.0				True	Controls / Migraine / Restless legs syndrome	GLM			ANCOVA	GLM flex								SPM12	nonlinear							256.0					DARTEL		4.0			T1							0.21	inversion-recovery prepared fast-spoiled gradient-recalled echo (IR-FSPGR) sequence		10.17	1.5	General Electric Healthcare	MR750 scanner		1.0		8.0	Gaussian	Computational Anatomy Toolbox 	1266	68.0	41.0	17.0				other	True			True									10.1002/acn3.680	30656184.0	2018	Patterns Of Gray Matter Alterations In Migraine And Restless Legs Syndrome	Annals Of Clinical And Translational Neurology
																																								2.0																																											10.1038/s41598-017-12993-1	28986564.0	2017	Dynamics Of Functional Connectivity At High Spatial Resolution Reveal Long-Range Interactions And Fine-Scale Organization	Scientific Reports
											True	Aware > Unaware																												65.0																																											10.1016/j.neuropsychologia.2017.10.034	29097112.0	2019	Preliminary Report On The Association Between Pulvinar Volume And The Ability To Detect Backward-Masked Facial Features	Neuropsychologia
																																								2.0																																											10.3389/fnhum.2017.00630	29311880.0	2017	Neural Habituation To Painful Stimuli Is Modulated By Dopamine: Evidence From A Pharmacological fMRI Study	Frontiers In Human Neuroscience
																																								14.0																																											10.1016/j.appet.2018.09.019		2019	Mesolimbic Connectivity Signatures Of Impulsivity And BMI In Early Adolescence	Appetite
